index,task,model,scorer,example_id,mean,min,max,example_prompt_sensitivity
288,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0088,1.0,1.0,1.0,0.0
289,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0089,1.0,1.0,1.0,0.0
290,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0090,1.0,1.0,1.0,0.0
291,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0091,1.0,1.0,1.0,0.0
292,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0092,0.125,0.0,1.0,1.0
293,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0093,1.0,1.0,1.0,0.0
294,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0094,1.0,1.0,1.0,0.0
295,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0095,1.0,1.0,1.0,0.0
296,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0096,0.75,0.0,1.0,1.0
297,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0097,0.25,0.0,1.0,1.0
298,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0098,1.0,1.0,1.0,0.0
299,gsm8k,gpt-5-nano,equivalence_aware,gsm8k_0099,1.0,1.0,1.0,0.0
300,gsm8k,gpt-5-nano,strict,gsm8k_0000,1.0,1.0,1.0,0.0
301,gsm8k,gpt-5-nano,strict,gsm8k_0001,0.875,0.0,1.0,1.0
302,gsm8k,gpt-5-nano,strict,gsm8k_0002,1.0,1.0,1.0,0.0
303,gsm8k,gpt-5-nano,strict,gsm8k_0003,0.625,0.0,1.0,1.0
304,gsm8k,gpt-5-nano,strict,gsm8k_0004,0.875,0.0,1.0,1.0
305,gsm8k,gpt-5-nano,strict,gsm8k_0005,1.0,1.0,1.0,0.0
306,gsm8k,gpt-5-nano,strict,gsm8k_0006,1.0,1.0,1.0,0.0
307,gsm8k,gpt-5-nano,strict,gsm8k_0007,1.0,1.0,1.0,0.0
308,gsm8k,gpt-5-nano,strict,gsm8k_0008,1.0,1.0,1.0,0.0
309,gsm8k,gpt-5-nano,strict,gsm8k_0009,1.0,1.0,1.0,0.0
310,gsm8k,gpt-5-nano,strict,gsm8k_0010,1.0,1.0,1.0,0.0
311,gsm8k,gpt-5-nano,strict,gsm8k_0011,0.875,0.0,1.0,1.0
312,gsm8k,gpt-5-nano,strict,gsm8k_0012,1.0,1.0,1.0,0.0
313,gsm8k,gpt-5-nano,strict,gsm8k_0013,1.0,1.0,1.0,0.0
314,gsm8k,gpt-5-nano,strict,gsm8k_0014,1.0,1.0,1.0,0.0
315,gsm8k,gpt-5-nano,strict,gsm8k_0015,0.0,0.0,0.0,0.0
316,gsm8k,gpt-5-nano,strict,gsm8k_0016,1.0,1.0,1.0,0.0
317,gsm8k,gpt-5-nano,strict,gsm8k_0017,1.0,1.0,1.0,0.0
318,gsm8k,gpt-5-nano,strict,gsm8k_0018,1.0,1.0,1.0,0.0
319,gsm8k,gpt-5-nano,strict,gsm8k_0019,1.0,1.0,1.0,0.0
320,gsm8k,gpt-5-nano,strict,gsm8k_0020,1.0,1.0,1.0,0.0
321,gsm8k,gpt-5-nano,strict,gsm8k_0021,0.0,0.0,0.0,0.0
322,gsm8k,gpt-5-nano,strict,gsm8k_0022,1.0,1.0,1.0,0.0
323,gsm8k,gpt-5-nano,strict,gsm8k_0023,1.0,1.0,1.0,0.0
324,gsm8k,gpt-5-nano,strict,gsm8k_0024,1.0,1.0,1.0,0.0
325,gsm8k,gpt-5-nano,strict,gsm8k_0025,0.25,0.0,1.0,1.0
326,gsm8k,gpt-5-nano,strict,gsm8k_0026,1.0,1.0,1.0,0.0
327,gsm8k,gpt-5-nano,strict,gsm8k_0027,1.0,1.0,1.0,0.0
328,gsm8k,gpt-5-nano,strict,gsm8k_0028,1.0,1.0,1.0,0.0
329,gsm8k,gpt-5-nano,strict,gsm8k_0029,1.0,1.0,1.0,0.0
330,gsm8k,gpt-5-nano,strict,gsm8k_0030,1.0,1.0,1.0,0.0
331,gsm8k,gpt-5-nano,strict,gsm8k_0031,0.625,0.0,1.0,1.0
332,gsm8k,gpt-5-nano,strict,gsm8k_0032,0.875,0.0,1.0,1.0
333,gsm8k,gpt-5-nano,strict,gsm8k_0033,1.0,1.0,1.0,0.0
334,gsm8k,gpt-5-nano,strict,gsm8k_0034,1.0,1.0,1.0,0.0
335,gsm8k,gpt-5-nano,strict,gsm8k_0035,1.0,1.0,1.0,0.0
336,gsm8k,gpt-5-nano,strict,gsm8k_0036,0.875,0.0,1.0,1.0
337,gsm8k,gpt-5-nano,strict,gsm8k_0037,1.0,1.0,1.0,0.0
338,gsm8k,gpt-5-nano,strict,gsm8k_0038,1.0,1.0,1.0,0.0
339,gsm8k,gpt-5-nano,strict,gsm8k_0039,0.875,0.0,1.0,1.0
340,gsm8k,gpt-5-nano,strict,gsm8k_0040,1.0,1.0,1.0,0.0
341,gsm8k,gpt-5-nano,strict,gsm8k_0041,1.0,1.0,1.0,0.0
342,gsm8k,gpt-5-nano,strict,gsm8k_0042,1.0,1.0,1.0,0.0
343,gsm8k,gpt-5-nano,strict,gsm8k_0043,1.0,1.0,1.0,0.0
344,gsm8k,gpt-5-nano,strict,gsm8k_0044,1.0,1.0,1.0,0.0
345,gsm8k,gpt-5-nano,strict,gsm8k_0045,1.0,1.0,1.0,0.0
346,gsm8k,gpt-5-nano,strict,gsm8k_0046,1.0,1.0,1.0,0.0
347,gsm8k,gpt-5-nano,strict,gsm8k_0047,1.0,1.0,1.0,0.0
348,gsm8k,gpt-5-nano,strict,gsm8k_0048,1.0,1.0,1.0,0.0
349,gsm8k,gpt-5-nano,strict,gsm8k_0049,1.0,1.0,1.0,0.0
350,gsm8k,gpt-5-nano,strict,gsm8k_0050,0.75,0.0,1.0,1.0
351,gsm8k,gpt-5-nano,strict,gsm8k_0051,1.0,1.0,1.0,0.0
352,gsm8k,gpt-5-nano,strict,gsm8k_0052,1.0,1.0,1.0,0.0
353,gsm8k,gpt-5-nano,strict,gsm8k_0053,1.0,1.0,1.0,0.0
354,gsm8k,gpt-5-nano,strict,gsm8k_0054,0.75,0.0,1.0,1.0
355,gsm8k,gpt-5-nano,strict,gsm8k_0055,1.0,1.0,1.0,0.0
356,gsm8k,gpt-5-nano,strict,gsm8k_0056,1.0,1.0,1.0,0.0
357,gsm8k,gpt-5-nano,strict,gsm8k_0057,0.75,0.0,1.0,1.0
358,gsm8k,gpt-5-nano,strict,gsm8k_0058,1.0,1.0,1.0,0.0
359,gsm8k,gpt-5-nano,strict,gsm8k_0059,1.0,1.0,1.0,0.0
360,gsm8k,gpt-5-nano,strict,gsm8k_0060,1.0,1.0,1.0,0.0
361,gsm8k,gpt-5-nano,strict,gsm8k_0061,1.0,1.0,1.0,0.0
362,gsm8k,gpt-5-nano,strict,gsm8k_0062,1.0,1.0,1.0,0.0
363,gsm8k,gpt-5-nano,strict,gsm8k_0063,1.0,1.0,1.0,0.0
364,gsm8k,gpt-5-nano,strict,gsm8k_0064,1.0,1.0,1.0,0.0
365,gsm8k,gpt-5-nano,strict,gsm8k_0065,1.0,1.0,1.0,0.0
366,gsm8k,gpt-5-nano,strict,gsm8k_0066,1.0,1.0,1.0,0.0
367,gsm8k,gpt-5-nano,strict,gsm8k_0067,1.0,1.0,1.0,0.0
368,gsm8k,gpt-5-nano,strict,gsm8k_0068,1.0,1.0,1.0,0.0
369,gsm8k,gpt-5-nano,strict,gsm8k_0069,1.0,1.0,1.0,0.0
370,gsm8k,gpt-5-nano,strict,gsm8k_0070,1.0,1.0,1.0,0.0
371,gsm8k,gpt-5-nano,strict,gsm8k_0071,1.0,1.0,1.0,0.0
372,gsm8k,gpt-5-nano,strict,gsm8k_0072,1.0,1.0,1.0,0.0
373,gsm8k,gpt-5-nano,strict,gsm8k_0073,1.0,1.0,1.0,0.0
374,gsm8k,gpt-5-nano,strict,gsm8k_0074,1.0,1.0,1.0,0.0
375,gsm8k,gpt-5-nano,strict,gsm8k_0075,1.0,1.0,1.0,0.0
376,gsm8k,gpt-5-nano,strict,gsm8k_0076,1.0,1.0,1.0,0.0
377,gsm8k,gpt-5-nano,strict,gsm8k_0077,1.0,1.0,1.0,0.0
378,gsm8k,gpt-5-nano,strict,gsm8k_0078,1.0,1.0,1.0,0.0
379,gsm8k,gpt-5-nano,strict,gsm8k_0079,1.0,1.0,1.0,0.0
380,gsm8k,gpt-5-nano,strict,gsm8k_0080,1.0,1.0,1.0,0.0
381,gsm8k,gpt-5-nano,strict,gsm8k_0081,1.0,1.0,1.0,0.0
382,gsm8k,gpt-5-nano,strict,gsm8k_0082,1.0,1.0,1.0,0.0
383,gsm8k,gpt-5-nano,strict,gsm8k_0083,1.0,1.0,1.0,0.0
384,gsm8k,gpt-5-nano,strict,gsm8k_0084,1.0,1.0,1.0,0.0
385,gsm8k,gpt-5-nano,strict,gsm8k_0085,1.0,1.0,1.0,0.0
386,gsm8k,gpt-5-nano,strict,gsm8k_0086,1.0,1.0,1.0,0.0
387,gsm8k,gpt-5-nano,strict,gsm8k_0087,1.0,1.0,1.0,0.0
388,gsm8k,gpt-5-nano,strict,gsm8k_0088,1.0,1.0,1.0,0.0
389,gsm8k,gpt-5-nano,strict,gsm8k_0089,1.0,1.0,1.0,0.0
390,gsm8k,gpt-5-nano,strict,gsm8k_0090,1.0,1.0,1.0,0.0
391,gsm8k,gpt-5-nano,strict,gsm8k_0091,1.0,1.0,1.0,0.0
392,gsm8k,gpt-5-nano,strict,gsm8k_0092,0.125,0.0,1.0,1.0
393,gsm8k,gpt-5-nano,strict,gsm8k_0093,1.0,1.0,1.0,0.0
394,gsm8k,gpt-5-nano,strict,gsm8k_0094,1.0,1.0,1.0,0.0
395,gsm8k,gpt-5-nano,strict,gsm8k_0095,1.0,1.0,1.0,0.0
396,gsm8k,gpt-5-nano,strict,gsm8k_0096,0.75,0.0,1.0,1.0
397,gsm8k,gpt-5-nano,strict,gsm8k_0097,0.25,0.0,1.0,1.0
398,gsm8k,gpt-5-nano,strict,gsm8k_0098,0.75,0.0,1.0,1.0
399,gsm8k,gpt-5-nano,strict,gsm8k_0099,1.0,1.0,1.0,0.0
400,trec6,gpt-5-mini,equivalence_aware,trec6_0000,1.0,1.0,1.0,0.0
401,trec6,gpt-5-mini,equivalence_aware,trec6_0001,0.75,0.0,1.0,1.0
402,trec6,gpt-5-mini,equivalence_aware,trec6_0002,1.0,1.0,1.0,0.0
403,trec6,gpt-5-mini,equivalence_aware,trec6_0003,1.0,1.0,1.0,0.0
404,trec6,gpt-5-mini,equivalence_aware,trec6_0004,1.0,1.0,1.0,0.0
405,trec6,gpt-5-mini,equivalence_aware,trec6_0005,1.0,1.0,1.0,0.0
406,trec6,gpt-5-mini,equivalence_aware,trec6_0006,1.0,1.0,1.0,0.0
407,trec6,gpt-5-mini,equivalence_aware,trec6_0007,0.25,0.0,1.0,1.0
408,trec6,gpt-5-mini,equivalence_aware,trec6_0008,0.0,0.0,0.0,0.0
409,trec6,gpt-5-mini,equivalence_aware,trec6_0009,1.0,1.0,1.0,0.0
410,trec6,gpt-5-mini,equivalence_aware,trec6_0010,1.0,1.0,1.0,0.0
411,trec6,gpt-5-mini,equivalence_aware,trec6_0011,1.0,1.0,1.0,0.0
412,trec6,gpt-5-mini,equivalence_aware,trec6_0012,1.0,1.0,1.0,0.0
413,trec6,gpt-5-mini,equivalence_aware,trec6_0013,1.0,1.0,1.0,0.0
414,trec6,gpt-5-mini,equivalence_aware,trec6_0014,1.0,1.0,1.0,0.0
415,trec6,gpt-5-mini,equivalence_aware,trec6_0015,1.0,1.0,1.0,0.0
416,trec6,gpt-5-mini,equivalence_aware,trec6_0016,0.0,0.0,0.0,0.0
417,trec6,gpt-5-mini,equivalence_aware,trec6_0017,1.0,1.0,1.0,0.0
418,trec6,gpt-5-mini,equivalence_aware,trec6_0018,1.0,1.0,1.0,0.0
419,trec6,gpt-5-mini,equivalence_aware,trec6_0019,1.0,1.0,1.0,0.0
420,trec6,gpt-5-mini,equivalence_aware,trec6_0020,1.0,1.0,1.0,0.0
421,trec6,gpt-5-mini,equivalence_aware,trec6_0021,1.0,1.0,1.0,0.0
422,trec6,gpt-5-mini,equivalence_aware,trec6_0022,1.0,1.0,1.0,0.0
423,trec6,gpt-5-mini,equivalence_aware,trec6_0023,0.125,0.0,1.0,1.0
424,trec6,gpt-5-mini,equivalence_aware,trec6_0024,1.0,1.0,1.0,0.0
425,trec6,gpt-5-mini,equivalence_aware,trec6_0025,1.0,1.0,1.0,0.0
426,trec6,gpt-5-mini,equivalence_aware,trec6_0026,1.0,1.0,1.0,0.0
427,trec6,gpt-5-mini,equivalence_aware,trec6_0027,1.0,1.0,1.0,0.0
428,trec6,gpt-5-mini,equivalence_aware,trec6_0028,1.0,1.0,1.0,0.0
429,trec6,gpt-5-mini,equivalence_aware,trec6_0029,1.0,1.0,1.0,0.0
430,trec6,gpt-5-mini,equivalence_aware,trec6_0030,1.0,1.0,1.0,0.0
431,trec6,gpt-5-mini,equivalence_aware,trec6_0031,1.0,1.0,1.0,0.0
432,trec6,gpt-5-mini,equivalence_aware,trec6_0032,1.0,1.0,1.0,0.0
433,trec6,gpt-5-mini,equivalence_aware,trec6_0033,1.0,1.0,1.0,0.0
434,trec6,gpt-5-mini,equivalence_aware,trec6_0034,1.0,1.0,1.0,0.0
435,trec6,gpt-5-mini,equivalence_aware,trec6_0035,1.0,1.0,1.0,0.0
436,trec6,gpt-5-mini,equivalence_aware,trec6_0036,1.0,1.0,1.0,0.0
437,trec6,gpt-5-mini,equivalence_aware,trec6_0037,1.0,1.0,1.0,0.0
438,trec6,gpt-5-mini,equivalence_aware,trec6_0038,1.0,1.0,1.0,0.0
439,trec6,gpt-5-mini,equivalence_aware,trec6_0039,0.125,0.0,1.0,1.0
440,trec6,gpt-5-mini,equivalence_aware,trec6_0040,1.0,1.0,1.0,0.0
441,trec6,gpt-5-mini,equivalence_aware,trec6_0041,1.0,1.0,1.0,0.0
442,trec6,gpt-5-mini,equivalence_aware,trec6_0042,1.0,1.0,1.0,0.0
443,trec6,gpt-5-mini,equivalence_aware,trec6_0043,1.0,1.0,1.0,0.0
444,trec6,gpt-5-mini,equivalence_aware,trec6_0044,1.0,1.0,1.0,0.0
445,trec6,gpt-5-mini,equivalence_aware,trec6_0045,1.0,1.0,1.0,0.0
446,trec6,gpt-5-mini,equivalence_aware,trec6_0046,0.5,0.0,1.0,1.0
447,trec6,gpt-5-mini,equivalence_aware,trec6_0047,0.25,0.0,1.0,1.0
448,trec6,gpt-5-mini,equivalence_aware,trec6_0048,1.0,1.0,1.0,0.0
449,trec6,gpt-5-mini,equivalence_aware,trec6_0049,0.0,0.0,0.0,0.0
450,trec6,gpt-5-mini,equivalence_aware,trec6_0050,1.0,1.0,1.0,0.0
451,trec6,gpt-5-mini,equivalence_aware,trec6_0051,1.0,1.0,1.0,0.0
452,trec6,gpt-5-mini,equivalence_aware,trec6_0052,0.0,0.0,0.0,0.0
453,trec6,gpt-5-mini,equivalence_aware,trec6_0053,1.0,1.0,1.0,0.0
454,trec6,gpt-5-mini,equivalence_aware,trec6_0054,1.0,1.0,1.0,0.0
455,trec6,gpt-5-mini,equivalence_aware,trec6_0055,1.0,1.0,1.0,0.0
456,trec6,gpt-5-mini,equivalence_aware,trec6_0056,1.0,1.0,1.0,0.0
457,trec6,gpt-5-mini,equivalence_aware,trec6_0057,1.0,1.0,1.0,0.0
458,trec6,gpt-5-mini,equivalence_aware,trec6_0058,1.0,1.0,1.0,0.0
459,trec6,gpt-5-mini,equivalence_aware,trec6_0059,1.0,1.0,1.0,0.0
460,trec6,gpt-5-mini,equivalence_aware,trec6_0060,1.0,1.0,1.0,0.0
461,trec6,gpt-5-mini,equivalence_aware,trec6_0061,1.0,1.0,1.0,0.0
462,trec6,gpt-5-mini,equivalence_aware,trec6_0062,1.0,1.0,1.0,0.0
463,trec6,gpt-5-mini,equivalence_aware,trec6_0063,1.0,1.0,1.0,0.0
464,trec6,gpt-5-mini,equivalence_aware,trec6_0064,1.0,1.0,1.0,0.0
465,trec6,gpt-5-mini,equivalence_aware,trec6_0065,1.0,1.0,1.0,0.0
466,trec6,gpt-5-mini,equivalence_aware,trec6_0066,1.0,1.0,1.0,0.0
467,trec6,gpt-5-mini,equivalence_aware,trec6_0067,1.0,1.0,1.0,0.0
468,trec6,gpt-5-mini,equivalence_aware,trec6_0068,1.0,1.0,1.0,0.0
469,trec6,gpt-5-mini,equivalence_aware,trec6_0069,1.0,1.0,1.0,0.0
470,trec6,gpt-5-mini,equivalence_aware,trec6_0070,1.0,1.0,1.0,0.0
471,trec6,gpt-5-mini,equivalence_aware,trec6_0071,1.0,1.0,1.0,0.0
472,trec6,gpt-5-mini,equivalence_aware,trec6_0072,0.0,0.0,0.0,0.0
473,trec6,gpt-5-mini,equivalence_aware,trec6_0073,1.0,1.0,1.0,0.0
474,trec6,gpt-5-mini,equivalence_aware,trec6_0074,1.0,1.0,1.0,0.0
475,trec6,gpt-5-mini,equivalence_aware,trec6_0075,1.0,1.0,1.0,0.0
476,trec6,gpt-5-mini,equivalence_aware,trec6_0076,1.0,1.0,1.0,0.0
477,trec6,gpt-5-mini,equivalence_aware,trec6_0077,0.0,0.0,0.0,0.0
478,trec6,gpt-5-mini,equivalence_aware,trec6_0078,1.0,1.0,1.0,0.0
479,trec6,gpt-5-mini,equivalence_aware,trec6_0079,1.0,1.0,1.0,0.0
480,trec6,gpt-5-mini,equivalence_aware,trec6_0080,1.0,1.0,1.0,0.0
481,trec6,gpt-5-mini,equivalence_aware,trec6_0081,1.0,1.0,1.0,0.0
482,trec6,gpt-5-mini,equivalence_aware,trec6_0082,1.0,1.0,1.0,0.0
483,trec6,gpt-5-mini,equivalence_aware,trec6_0083,1.0,1.0,1.0,0.0
484,trec6,gpt-5-mini,equivalence_aware,trec6_0084,1.0,1.0,1.0,0.0
485,trec6,gpt-5-mini,equivalence_aware,trec6_0085,1.0,1.0,1.0,0.0
486,trec6,gpt-5-mini,equivalence_aware,trec6_0086,0.875,0.0,1.0,1.0
487,trec6,gpt-5-mini,equivalence_aware,trec6_0087,1.0,1.0,1.0,0.0
488,trec6,gpt-5-mini,equivalence_aware,trec6_0088,1.0,1.0,1.0,0.0
489,trec6,gpt-5-mini,equivalence_aware,trec6_0089,1.0,1.0,1.0,0.0
490,trec6,gpt-5-mini,equivalence_aware,trec6_0090,0.875,0.0,1.0,1.0
491,trec6,gpt-5-mini,equivalence_aware,trec6_0091,1.0,1.0,1.0,0.0
492,trec6,gpt-5-mini,equivalence_aware,trec6_0092,1.0,1.0,1.0,0.0
493,trec6,gpt-5-mini,equivalence_aware,trec6_0093,0.5,0.0,1.0,1.0
494,trec6,gpt-5-mini,equivalence_aware,trec6_0094,1.0,1.0,1.0,0.0
495,trec6,gpt-5-mini,equivalence_aware,trec6_0095,1.0,1.0,1.0,0.0
496,trec6,gpt-5-mini,equivalence_aware,trec6_0096,0.75,0.0,1.0,1.0
497,trec6,gpt-5-mini,equivalence_aware,trec6_0097,0.875,0.0,1.0,1.0
498,trec6,gpt-5-mini,equivalence_aware,trec6_0098,1.0,1.0,1.0,0.0
499,trec6,gpt-5-mini,equivalence_aware,trec6_0099,0.125,0.0,1.0,1.0
500,trec6,gpt-5-mini,strict,trec6_0000,1.0,1.0,1.0,0.0
501,trec6,gpt-5-mini,strict,trec6_0001,0.75,0.0,1.0,1.0
502,trec6,gpt-5-mini,strict,trec6_0002,1.0,1.0,1.0,0.0
503,trec6,gpt-5-mini,strict,trec6_0003,1.0,1.0,1.0,0.0
504,trec6,gpt-5-mini,strict,trec6_0004,1.0,1.0,1.0,0.0
505,trec6,gpt-5-mini,strict,trec6_0005,1.0,1.0,1.0,0.0
506,trec6,gpt-5-mini,strict,trec6_0006,1.0,1.0,1.0,0.0
507,trec6,gpt-5-mini,strict,trec6_0007,0.25,0.0,1.0,1.0
508,trec6,gpt-5-mini,strict,trec6_0008,0.0,0.0,0.0,0.0
509,trec6,gpt-5-mini,strict,trec6_0009,1.0,1.0,1.0,0.0
510,trec6,gpt-5-mini,strict,trec6_0010,1.0,1.0,1.0,0.0
511,trec6,gpt-5-mini,strict,trec6_0011,1.0,1.0,1.0,0.0
512,trec6,gpt-5-mini,strict,trec6_0012,1.0,1.0,1.0,0.0
513,trec6,gpt-5-mini,strict,trec6_0013,1.0,1.0,1.0,0.0
514,trec6,gpt-5-mini,strict,trec6_0014,1.0,1.0,1.0,0.0
515,trec6,gpt-5-mini,strict,trec6_0015,1.0,1.0,1.0,0.0
516,trec6,gpt-5-mini,strict,trec6_0016,0.0,0.0,0.0,0.0
517,trec6,gpt-5-mini,strict,trec6_0017,1.0,1.0,1.0,0.0
518,trec6,gpt-5-mini,strict,trec6_0018,1.0,1.0,1.0,0.0
519,trec6,gpt-5-mini,strict,trec6_0019,1.0,1.0,1.0,0.0
520,trec6,gpt-5-mini,strict,trec6_0020,1.0,1.0,1.0,0.0
521,trec6,gpt-5-mini,strict,trec6_0021,1.0,1.0,1.0,0.0
522,trec6,gpt-5-mini,strict,trec6_0022,1.0,1.0,1.0,0.0
523,trec6,gpt-5-mini,strict,trec6_0023,0.125,0.0,1.0,1.0
524,trec6,gpt-5-mini,strict,trec6_0024,1.0,1.0,1.0,0.0
525,trec6,gpt-5-mini,strict,trec6_0025,1.0,1.0,1.0,0.0
526,trec6,gpt-5-mini,strict,trec6_0026,1.0,1.0,1.0,0.0
527,trec6,gpt-5-mini,strict,trec6_0027,1.0,1.0,1.0,0.0
528,trec6,gpt-5-mini,strict,trec6_0028,1.0,1.0,1.0,0.0
529,trec6,gpt-5-mini,strict,trec6_0029,1.0,1.0,1.0,0.0
530,trec6,gpt-5-mini,strict,trec6_0030,1.0,1.0,1.0,0.0
531,trec6,gpt-5-mini,strict,trec6_0031,1.0,1.0,1.0,0.0
532,trec6,gpt-5-mini,strict,trec6_0032,1.0,1.0,1.0,0.0
533,trec6,gpt-5-mini,strict,trec6_0033,1.0,1.0,1.0,0.0
534,trec6,gpt-5-mini,strict,trec6_0034,1.0,1.0,1.0,0.0
535,trec6,gpt-5-mini,strict,trec6_0035,1.0,1.0,1.0,0.0
536,trec6,gpt-5-mini,strict,trec6_0036,1.0,1.0,1.0,0.0
537,trec6,gpt-5-mini,strict,trec6_0037,1.0,1.0,1.0,0.0
538,trec6,gpt-5-mini,strict,trec6_0038,1.0,1.0,1.0,0.0
539,trec6,gpt-5-mini,strict,trec6_0039,0.125,0.0,1.0,1.0
540,trec6,gpt-5-mini,strict,trec6_0040,1.0,1.0,1.0,0.0
541,trec6,gpt-5-mini,strict,trec6_0041,1.0,1.0,1.0,0.0
542,trec6,gpt-5-mini,strict,trec6_0042,1.0,1.0,1.0,0.0
543,trec6,gpt-5-mini,strict,trec6_0043,1.0,1.0,1.0,0.0
544,trec6,gpt-5-mini,strict,trec6_0044,1.0,1.0,1.0,0.0
545,trec6,gpt-5-mini,strict,trec6_0045,1.0,1.0,1.0,0.0
546,trec6,gpt-5-mini,strict,trec6_0046,0.5,0.0,1.0,1.0
547,trec6,gpt-5-mini,strict,trec6_0047,0.25,0.0,1.0,1.0
548,trec6,gpt-5-mini,strict,trec6_0048,1.0,1.0,1.0,0.0
549,trec6,gpt-5-mini,strict,trec6_0049,0.0,0.0,0.0,0.0
550,trec6,gpt-5-mini,strict,trec6_0050,1.0,1.0,1.0,0.0
551,trec6,gpt-5-mini,strict,trec6_0051,1.0,1.0,1.0,0.0
552,trec6,gpt-5-mini,strict,trec6_0052,0.0,0.0,0.0,0.0
553,trec6,gpt-5-mini,strict,trec6_0053,1.0,1.0,1.0,0.0
554,trec6,gpt-5-mini,strict,trec6_0054,1.0,1.0,1.0,0.0
555,trec6,gpt-5-mini,strict,trec6_0055,1.0,1.0,1.0,0.0
556,trec6,gpt-5-mini,strict,trec6_0056,1.0,1.0,1.0,0.0
557,trec6,gpt-5-mini,strict,trec6_0057,1.0,1.0,1.0,0.0
558,trec6,gpt-5-mini,strict,trec6_0058,1.0,1.0,1.0,0.0
559,trec6,gpt-5-mini,strict,trec6_0059,1.0,1.0,1.0,0.0
560,trec6,gpt-5-mini,strict,trec6_0060,1.0,1.0,1.0,0.0
561,trec6,gpt-5-mini,strict,trec6_0061,1.0,1.0,1.0,0.0
562,trec6,gpt-5-mini,strict,trec6_0062,1.0,1.0,1.0,0.0
563,trec6,gpt-5-mini,strict,trec6_0063,1.0,1.0,1.0,0.0
564,trec6,gpt-5-mini,strict,trec6_0064,1.0,1.0,1.0,0.0
565,trec6,gpt-5-mini,strict,trec6_0065,1.0,1.0,1.0,0.0
566,trec6,gpt-5-mini,strict,trec6_0066,1.0,1.0,1.0,0.0
567,trec6,gpt-5-mini,strict,trec6_0067,1.0,1.0,1.0,0.0
568,trec6,gpt-5-mini,strict,trec6_0068,1.0,1.0,1.0,0.0
569,trec6,gpt-5-mini,strict,trec6_0069,1.0,1.0,1.0,0.0
570,trec6,gpt-5-mini,strict,trec6_0070,1.0,1.0,1.0,0.0
571,trec6,gpt-5-mini,strict,trec6_0071,1.0,1.0,1.0,0.0
572,trec6,gpt-5-mini,strict,trec6_0072,0.0,0.0,0.0,0.0
573,trec6,gpt-5-mini,strict,trec6_0073,1.0,1.0,1.0,0.0
574,trec6,gpt-5-mini,strict,trec6_0074,1.0,1.0,1.0,0.0
575,trec6,gpt-5-mini,strict,trec6_0075,1.0,1.0,1.0,0.0
576,trec6,gpt-5-mini,strict,trec6_0076,1.0,1.0,1.0,0.0
577,trec6,gpt-5-mini,strict,trec6_0077,0.0,0.0,0.0,0.0
578,trec6,gpt-5-mini,strict,trec6_0078,1.0,1.0,1.0,0.0
579,trec6,gpt-5-mini,strict,trec6_0079,1.0,1.0,1.0,0.0
580,trec6,gpt-5-mini,strict,trec6_0080,1.0,1.0,1.0,0.0
581,trec6,gpt-5-mini,strict,trec6_0081,1.0,1.0,1.0,0.0
582,trec6,gpt-5-mini,strict,trec6_0082,1.0,1.0,1.0,0.0
583,trec6,gpt-5-mini,strict,trec6_0083,1.0,1.0,1.0,0.0
584,trec6,gpt-5-mini,strict,trec6_0084,1.0,1.0,1.0,0.0
585,trec6,gpt-5-mini,strict,trec6_0085,1.0,1.0,1.0,0.0
586,trec6,gpt-5-mini,strict,trec6_0086,0.875,0.0,1.0,1.0
587,trec6,gpt-5-mini,strict,trec6_0087,1.0,1.0,1.0,0.0
588,trec6,gpt-5-mini,strict,trec6_0088,1.0,1.0,1.0,0.0
589,trec6,gpt-5-mini,strict,trec6_0089,1.0,1.0,1.0,0.0
590,trec6,gpt-5-mini,strict,trec6_0090,0.875,0.0,1.0,1.0
591,trec6,gpt-5-mini,strict,trec6_0091,1.0,1.0,1.0,0.0
592,trec6,gpt-5-mini,strict,trec6_0092,1.0,1.0,1.0,0.0
593,trec6,gpt-5-mini,strict,trec6_0093,0.5,0.0,1.0,1.0
594,trec6,gpt-5-mini,strict,trec6_0094,1.0,1.0,1.0,0.0
595,trec6,gpt-5-mini,strict,trec6_0095,1.0,1.0,1.0,0.0
596,trec6,gpt-5-mini,strict,trec6_0096,0.75,0.0,1.0,1.0
597,trec6,gpt-5-mini,strict,trec6_0097,0.875,0.0,1.0,1.0
598,trec6,gpt-5-mini,strict,trec6_0098,1.0,1.0,1.0,0.0
599,trec6,gpt-5-mini,strict,trec6_0099,0.125,0.0,1.0,1.0
600,trec6,gpt-5-nano,equivalence_aware,trec6_0000,1.0,1.0,1.0,0.0
601,trec6,gpt-5-nano,equivalence_aware,trec6_0001,0.5,0.0,1.0,1.0
602,trec6,gpt-5-nano,equivalence_aware,trec6_0002,1.0,1.0,1.0,0.0
